article_id,event,location_prediction,date_prediction,event_type
248,"The killings of the 2010 street agitation became the reason to think of writing a book to tell our own story,” said SRINAGAR — Journalist and political commentator Gowhar Geelani’s.SRINAGAR — Journalist and political commentator Gowhar Geelani’s said the images of fathers carrying the coffins of fathers's sons and the mothers offering food to dead in 2010 became SRINAGAR — Journalist and political commentator Gowhar Geelani’s's motivation.",['Kashmir'],2010-01-01,conflict
248,“Death keeps no calendar in Kashmir.,['Kashmir'],2010-01-01,conflict
248,"our's pain has been interpreted, ridiculed at or even joked about, but by the outsiders.",['Kashmir'],2010-01-01,conflict
248,"One gets to read either Western authors, else writers from India and Pakistan.",['Kashmir'],2010-01-01,conflict
248,"SRINAGAR — Journalist and political commentator Gowhar Geelani’s book ‘Kashmir: Reason and Rage’ is our's story,” said SRINAGAR — Journalist and political commentator Gowhar Geelani’s.SRINAGAR — Journalist and political commentator Gowhar Geelani’s said SRINAGAR — Journalist and political commentator Gowhar Geelani’s book ‘Kashmir: Reason and Rage’ offers peoples’ story woven together for a fresh perspective.",['Kashmir'],2010-01-01,conflict
248,“SRINAGAR — Journalist and political commentator Gowhar Geelani’s have made an attempt to explain the Kashmir story in the Kashmir story's historicity and current context.,['Kashmir'],2010-01-01,conflict
248,"As more stories are told, more refined the definition gets.",['Kashmir'],2010-01-01,conflict
248,"The problem is most of the time it’s the oppressor who writes the history,” said historian, writer and former vice-chancellor of Islamic University of Science and Technology Siddiq Wahid.historian, writer and former vice-chancellor of Islamic University of Science and Technology Siddiq Wahid said the conflict in Kashmir has four layers of definition.",['Kashmir'],2010-01-01,conflict
248,"“Post 1947, Kashmir became a territorial problem between the newly-created states of India and Pakistan.",['Kashmir'],1947-01-01,conflict
248,It’s interesting that a few days old states were deciding on the future of Kashmir.,['Kashmir'],1947-01-01,conflict
248,"Second, the conflict in J&K morphed into a political movement and then into an identity issue.",['Kashmir'],1947-01-01,conflict
248,"Now, what we see largely a religious identity issue.",['Kashmir'],1947-01-01,conflict
248,"Our narratives, therefore, are needed more than ever before.",['Kashmir'],1947-01-01,conflict
248,"SRINAGAR — Journalist and political commentator Gowhar Geelani’s book ‘Kashmir: Reason and Rage’ tries to fill the gap in the understanding,” historian, writer and former vice-chancellor of Islamic University of Science and Technology Siddiq Wahid said.Mehmood-ur-Rashid said Mehmood-ur-Rashid found SRINAGAR — Journalist and political commentator Gowhar Geelani’s as a journalist in every page Mehmood-ur-Rashid read.",['Kashmir'],1947-01-01,conflict
248,“SRINAGAR — Journalist and political commentator Gowhar Geelani’s comes across as a journalist as well as a thinker at the same time.,['Kashmir'],1947-01-01,conflict
248,There are lot of details about the conflict since 1990.,['Kashmir'],1990-01-01,conflict
248,Along lot of details about the conflict since 1990 are questions posed.,['Kashmir'],1990-01-01,conflict
248,"Unfortunately, Kashmir has reached a stage where Kashmir is in rage and the people need to find the people's reasons and possible responses,” said Mehmood-ur-Rashid.Hameeda Nayeem, who teaches at Kashmir University, termed SRINAGAR — Journalist and political commentator Gowhar Geelani’s book ‘Kashmir: Reason and Rage’ an attempt to show mirror in the face of falsified narratives being built around the Kashmir dispute and the ground realities.“The book is a significant narrative, our own narrative.",['Kashmir'],1990-01-01,conflict
248,"SRINAGAR — Journalist and political commentator Gowhar Geelani’s book ‘Kashmir: Reason and Rage’ is a reality, which is quite often being submerged in a delusion falsified narratives.",['Kashmir'],1990-01-01,conflict
248,Our narratives are important given the fact that we face a memory-cide besides homicide.,['Kashmir'],1990-01-01,conflict
248,Forces are out to destroy our homeland as well homes.,['Kashmir'],1990-01-01,conflict
248,"There is deliberate attempt to annihilate and devastate our memory, history and identity through a false narrative,” said Hameeda Nayeem, who teaches at Kashmir University.doctor and author Mir Khalid said people and people's stories are central to SRINAGAR — Journalist and political commentator Gowhar Geelani’s book ‘Kashmir: Reason and Rage’.",['Kashmir'],1990-01-01,conflict
248,“doctor and author Mir Khalid see such books will become our historical resources for the future generations.,['Mir Khalid'],1990-01-01,conflict
248,"However, we need to reach out to wider audiences, outside India too.",['Mir Khalid'],1990-01-01,conflict
248,"Authors like Ben Okri, a Nigerian poet and novelist, are the examples of how non-English writers have made an impactful attempt with non-English writers's own narratives,” said doctor and author Mir Khalid.The discussion around SRINAGAR — Journalist and political commentator Gowhar Geelani’s book ‘Kashmir: Reason and Rage’ was followed by a question and answer session.SRINAGAR — Journalist and political commentator Gowhar Geelani’s book ‘Kashmir: Reason and Rage’ was launched earlier in New Delhi at the IIC seminar hall.SRINAGAR — Journalist and political commentator Gowhar Geelani’s book ‘Kashmir: Reason and Rage’ is published by Rupa Publications.The discussion around the book was moderated by journalist Shahana Butt.","['Kashmir', 'Mir']",1990-01-01,conflict
249,"If, in the first place, an individual is stopped from attracting other individuals into terrorism by providing ideological and financial support, terrorism can be finished,""he said.Hence, designating an individual as terrorist, after following the due process of law, is of ""prime importance"" to nip terrorism in the bud.The anti-terror law, so far, only had provisions to ban groups as individual groups, not individuals.a bill to amend UAPA aimed at allowing the government to designate an individual as a militant additionally empowers the officers of the NIA, of the rank of Inspector or above, to investigate cases.",[''],2019-07-24,terror
249,"Under The anti-terror law, the investigation may be conducted by officers only of the rank of Deputy Superintendent or Assistant Commissioner of Police or above.TMC MP Mahua Moitra made a fiery appeal in the lower house against the amendments to the Unlawful Activities (Prevention) Act(UAPA) on Wednesday.",[''],2019-07-24,terror
249,"Warning that political targeting could be effected with the passage of a bill to amend UAPA aimed at allowing the government to designate an individual as a militant, TMC MP Mahua Moitra said the amendments to the Unlawful Activities (Prevention) Act(UAPA) lacked clarity regarding the procedures to be followed while designating a person as a terrorist.",[''],2019-07-24,terror
249,"""This bill seeks to do two things—one to designate individuals as terrorists without due process.",[''],2019-07-24,terror
249,"Two, ""This bill enables the NIA to go into any state and arrest, sieze and search properties, without the knowledge of the state DGP.",[''],2019-07-24,terror
249,This is completely against the federal structure of the government because you are giving the NIA the NIA policing power.,[''],2019-07-24,terror
249,"Even the CBI work with the state DGP,"" TMC MP Mahua Moitra contended.",[''],2019-07-24,terror
249,"""a bill to amend UAPA aimed at allowing the government to designate an individual as a militant is anti-federalism, anti-constitutional and anti-people.",[''],2019-07-24,terror
249,"""""If they (the NDA government) want to get someone, they (the NDA government will get someone somehow; on some law or lacunae or the other,"" TMC MP Mahua Moitra said.",[''],2019-07-24,terror
249,"""Opposition leaders, rights activists, minorities, anyone who doesn't seem to agree with the homogenous idea of the government that the government thrusts upon us, is at risk,"" TMC MP Mahua Moitra said during the debate on a bill to amend UAPA aimed at allowing the government to designate an individual as a militant in The Lok Sabha.",[''],2019-07-24,terror
250,Salah is the most valuable gift for the believer.,[''],2019-07-25,off
250,"Salah is the source of all strength and all goodness in his life In one of his's circulars his, sent instructions to all his's administrators saying, ""In his's opinion, salah (Islam's prescribed act of worship or prayer.",[''],2019-07-25,off
250,"The word prayer, though, is also used for supplication or dua) is the most important of your obligations.",[''],2019-07-25,off
250,"Whoever takes good care of salah (Islam's prescribed act of worship or prayer and safeguards salah (Islam's prescribed act of worship or prayer safeguards his religion and whoever neglects salah (Islam's prescribed act of worship or prayer will neglect other things even more.""",[''],2019-07-25,off
250,his then added instructions about the times for the five salahs and admonition against dozing off before Isha.,[''],2019-07-25,off
250,"(Muwatta Imam Malik, Hadith No.",[''],2019-07-25,off
250,5),[''],2019-07-25,off
251,"The present system calls for a well-coordinated campaign involving doctors, the government and the public It is closing time and there is an uncanny urgency among a group of private employees known as Medical Sales Representatives.",[''],2019-07-25,campaign
251,a group of private employees known as Medical Sales Representatives are running from one stockiest to other to enhance a group of private employees known as Medical Sales Representatives's order value.,[''],2019-07-25,campaign
251,In between a group of private employees known as Medical Sales Representatives slip to a nearby tea shop and sip the hot beverage simultaneously enquiring about the sales figures of a group of private employees known as Medical Sales Representatives's counterparts from other companies.,[''],2019-07-25,campaign
251,The visibly upbeat tea seller too asks some questions pertaining to the sales figures of their counterparts from other companies.,[''],2019-07-25,campaign
251,"Seemingly, The visibly upbeat tea seller has gained quite a bit familiarity with the job of a group of private employees known as Medical Sales Representatives.",[''],2019-07-25,campaign
251,Mindful of the fact that a group of private employees known as Medical Sales Representatives have to accomplish the target set by the company; a group of private employees known as Medical Sales Representatives hurry to some other stockiest without any further delay.,[''],2019-07-25,campaign
252,Srinagar: A truck driver died in a road mishap in Chanderkoot area  on Srinagar-Jammu highway late last night.,"['Chanderkoot', 'Srinagar - Jammu']",2019-07-25,hit
252,Reports said that A truck driver was run over by A truck driver's own stranded truck in Chanderkot near Jaiswal bridge.,"['Chanderkot', 'Jaiswal']",2019-07-25,hit
252,Reports said that A truck driver was changing the front tyre of his own stranded truck Srinagar when another truck hit his own stranded truck [&#8230;],"['Chanderkot', 'Jaiswal']",2019-07-25,hit
253,"SRINAGAR — The Kashmir Golf Club here will be thrown open to the general public, including tourists, for a nominal membership fee to encourage the youth to take up the sport, officials said on Thursday.A decision to this effect was taken at a meeting chaired by state Chief Secretary B V R Subrahmanyam, an official spokesperson said.",['Kashmir Golf Club'],2019-07-25,take
253,"""The chief secretary observed that there was an emergent need for earmarking The Kashmir Golf Club here SRINAGAR for local youth and schoolchildren having propensity for the sport.",['Kashmir Golf Club'],2019-07-25,take
253,"earmarking will ensure local youth and schoolchildren having propensity for the sport's personal development,"" an official spokesperson said.",['Kashmir Golf Club'],2019-07-25,take
253,"""It was accordingly decided to earmark The Kashmir Golf Club here to golfers, tourists and the local youth of SRINAGAR,"" an official spokesperson added.The Kashmir Golf Club here was extensively damaged in the September 2014 floods.",['Kashmir Golf Club'],2014-09-01,take
253,"However, with the help of J&K Bank, The Kashmir Golf Club here has been revived, an official spokesperson said.The secretary of The Kashmir Golf Club here has been directed to invite applications for fresh membership between August 1 and October 31 for a nominal fee of Rs 100 per month, an official spokesperson said.",['Kashmir Golf Club'],2019-10-31,take
253,(PTI),['Kashmir Golf Club'],2019-10-31,take
254,Also Read | China holds meeting to mediate Afghan-Pakistan conflict,[''],2019-07-25,conflict
255,Police in Police's recent action against drug dealings in Handwara has arrested a drug peddler at a checkpoint and recovered contraband substance from a drug peddler's possession.,[''],2019-07-26,attempt
255,"Besides, 04 persons were also arrested when 04 persons attacked police party with stones and lathies in an attempt to prevent the lawful search for contraband substance at a house of a drug peddler.",[''],2019-07-26,attempt
255,Officers at a checkpoint Handwara intercepted a Santro Car without registration number and arrested a drug peddlera drug peddler.,[''],2019-07-26,attempt
255,a drug peddler has been taken to Police Station Handwara where a drug peddler remains in custody.,[''],2019-07-26,attempt
255,contraband substance has been seized by Officers at a checkpoint established at TRC Crossing Handwara from a Santro Car without registration number.,['TRC Crossing'],2019-07-26,attempt
255,"However, the other person in a Santro Car without registration number managed to escape who was identified as Sahil Shafi Banday son of Shafi Banday resident of Maratgam.",['Maratgam'],2019-07-26,attempt
256,"Twenty second batch of pilgrims comprising 607 Hujaj Kiram including 338 males and 269 females, Thursday left for Saudi Arabia in four Spice Jet Flights from Srinagar International Airport.",['International Airport'],2019-07-26,off
256,"Twenty second batch of pilgrims comprising 607 Hujaj Kiram including 338 males and 269 females were seen off at airport by the officials of District Administration Budgam, Hajj Committee Officers/Officials and other",['International Airport'],2019-07-26,off
257,PM shares pictures of visit to Kargil during war.,[''],2019-07-26,conflict
257,"New Delhi: As the nation observes the 20th anniversary of the Kargil war, Prime Minister Narendra Modi on Friday shared pictures of visit to Kargil during war the Kargil war and Prime Minister Narendra Modi's interaction with the soldiers.",[''],2019-07-26,conflict
258,"Srinagar: President Ram Nath Kovind, who was scheduled to visit the war memorial in Drass in Ladakh region to pay tributes to soldiers who laid down soldiers who laid down their lives in the 1999 Kargil war's lives in the 1999 Kargil war, will celebrate Kargil Vijay Diwas in Srinagar due to bad weather.",['Ladakh'],1999-01-01,down
258,Kovind arrived in Srinagar on Friday to pay [&#8230;],['Ladakh'],1999-01-01,down
259,"Pakistan can neither fight a full-fledged nor a limited war with India and is waging a proxy war, Defence Minister Rajnath Singh said on Friday.",[''],2019-07-26,fight
260,"BENGALURU —  Karnataka BJP President B S Yeddyurappa will be sworn in as Chief Minister for the fourth time on Friday evening, two days after the collapse of H D Kumaraswamy-led Congress-JD(S) government.In a sudden development, BENGALURU —  Karnataka BJP President B S Yeddyurappa met Governor Vajubhai Vala to stake the claim and requested Governor Vajubhai Vala to administer the oath of office and secrecy Friday itself, following which Governor Vajubhai Vala invited BENGALURU —  Karnataka BJP President B S Yeddyurappa to form the government.",['Karnataka'],2019-07-26,struggle
260,"""BENGALURU —  Karnataka BJP President B S Yeddyurappa have requested Governor Vajubhai Vala to administer the oath of office between 6-6:15 pm as the Chief Minister.",['Karnataka'],2019-07-26,struggle
260,"Governor Vajubhai Vala has agreed and given BENGALURU —  Karnataka BJP President B S Yeddyurappa a letter,"" BENGALURU —  Karnataka BJP President B S Yeddyurappa told reporters after meeting Governor Vajubhai Vala at Raj Bhavan.","['Raj Bhavan', 'Karnataka']",2019-07-26,struggle
260,"BENGALURU —  Karnataka BJP President B S Yeddyurappa said, ""who all are to be inducted (in the ministry), BENGALURU —  Karnataka BJP President B S Yeddyurappa will discuss it with Karnataka BJP's national president and inform.BENGALURU —  Karnataka BJP President B S Yeddyurappa said as BENGALURU —  Karnataka BJP President B S Yeddyurappa is already Leader of the Opposition, there is no need to call a Legislature Party meeting to elect BENGALURU —  Karnataka BJP President B S Yeddyurappa the leader.",['Karnataka'],2019-07-26,struggle
260,This will be the fourth stint for BENGALURU —  Karnataka BJP President B S Yeddyurappa as the Chief Minister-- the last one was after the May 2018 Assembly polls.,['Karnataka'],2018-05-01,struggle
260,"BENGALURU —  Karnataka BJP President B S Yeddyurappa had to resign just three days after being sworn in, unable to muster majority after staking claim to form the government on the grounds that Karnataka BJP had emerged as the single largest one with 104 seats in the 225-member Assembly.Inviting MLAs of all political parties for sworn, BENGALURU —  Karnataka BJP President B S Yeddyurappa said, BENGALURU —  Karnataka BJP President B S Yeddyurappa would also be sending a letter of invitation to outgoing chief Minister H D Kumaraswamy and Congress Legislature Party leader Siddaramaiah.",['Karnataka'],2018-05-01,struggle
260,"""BENGALURU —  Karnataka BJP President B S Yeddyurappa will also try to contact outgoing chief Minister H D Kumaraswamy and Congress Legislature Party leader Siddaramaiah Congress Legislature Party leader Siddaramaiah over phone, to invite outgoing chief Minister H D Kumaraswamy and Congress Legislature Party leader Siddaramaiah personally,"" BENGALURU —  Karnataka BJP President B S Yeddyurappa added.the claim comes a day after the Assembly Speaker K R Ramesh Kumar disqualified three rebel Congress MLAs while keeping the Assembly Speaker K R Ramesh Kumar's decision pending on the remaining 14 lawmakers.",['Karnataka'],2018-05-01,struggle
260,"The state BJP leadership was awaiting ""instructions"" from Karnataka BJP's central leadership to stake the claim.",['Karnataka'],2018-05-01,struggle
260,"A group of Karnataka BJP leaders, including Jagdish Shettar, Arvind Limbavali, J C Madhuswamy, Basavaraj Bommai and BENGALURU —  Karnataka BJP President B S Yeddyurappa's son Vijayendra Thursday had met party chief Amit Shah in New Delhi and reportedly discussed the government formation.the government collapsed on Thursday after losing the vote of confidence in the 225-member Assembly in a climax to the three-week long intense power struggle.",['Karnataka'],2018-05-01,struggle
260,"In BENGALURU —  Karnataka BJP President B S Yeddyurappa's letter to the Governor, BENGALURU —  Karnataka BJP President B S Yeddyurappa noted that the government outgoing chief Minister H D Kumaraswamy had lost the vote of confidence in the Assembly and outgoing chief Minister H D Kumaraswamy had resigned and outgoing chief Minister H D Kumaraswamy was asked to continue till alternative arrangements were made.",['Karnataka'],2018-05-01,struggle
260,"""I submit that BENGALURU —  Karnataka BJP President B S Yeddyurappa am the leader of Karnataka BJP and also the Leader of Opposition in the 225-member Assembly.",['Karnataka'],2018-05-01,struggle
260,"At present, the strength of Karnataka BJP is 105 and the single largest party in the 225-member Assembly,"" BENGALURU —  Karnataka BJP President B S Yeddyurappa said.",['Karnataka'],2018-05-01,struggle
260,"""Therefore, BENGALURU —  Karnataka BJP President B S Yeddyurappa request the Governor, BENGALURU —  Karnataka BJP President B S Yeddyurappa may be invited to form alternate government today itself and BENGALURU —  Karnataka BJP President B S Yeddyurappa will take oath as chief minister of Karnataka at Raj Bhavan between 6 pm to 6.15 pm,"" a letter said.The Congress slammed form, saying that since Karnataka BJP did not have the numerical strength, Karnataka BJP could not stake claim nor take the oath for any reason.",['Karnataka'],2019-07-26,struggle
260,"""Corruption Icon and Former Jail Bird Shri @BSYBJP has used Corruption Icon and Former Jail Bird Shri @BSYBJP's excellent Horse Trading skills to subvert democracy and come to power,"" The Congress tweeted.",['Karnataka'],2019-07-26,struggle
260,"""People of Karnataka remember Corruption Icon and Former Jail Bird Shri @BSYBJP's disastrous tenure as CM between 2008-2011, which ended with Corruption Icon and Former Jail Bird Shri @BSYBJP in Jail,"" tweeted added.Condemning form, former Congress chief minister Siddarmaiah said Karnataka has become an experimental lab of Karnataka BJP.",['Karnataka'],2019-07-26,struggle
260,"former Congress chief minister Siddarmaiah tweeted, ""the 225-member Assembly has become an experimental lab for Karnataka BJP and the Governor to try unconstitutional ways to form government.",['Karnataka'],2019-07-26,struggle
260,In what article of the constitution is the Governor allowed to permit the party to form govt that doesn't have majority?,['Karnataka'],2019-07-26,struggle
260,It is shame!!,['Karnataka'],2019-07-26,struggle
260,"""He said Karnataka BJP has the strength of 105 which is way less than the half way mark.",['Karnataka'],2019-07-26,struggle
260,"""In no way Karnataka BJP can form the government if the constitution is followed,"" former Congress chief minister Siddarmaiah said adding, this only proved that Karnataka BJP has no belief in the democratic values.",['Karnataka'],2019-07-26,struggle
260,"The JD(S) tweeted, ""The strength of the house is 222 (after disqualification of three MLAs) and the half-way mark is 112.",['Karnataka'],2019-07-26,struggle
260,"However, BENGALURU —  Karnataka BJP President B S Yeddyurappa approached the Governor saying that BENGALURU —  Karnataka BJP President B S Yeddyurappa has 105 MLAs with BENGALURU —  Karnataka BJP President B S Yeddyurappa.",['Karnataka'],2019-07-26,struggle
260,"""The party said the Governor's decision to permit BENGALURU —  Karnataka BJP President B S Yeddyurappa to take oath without raising any doubt was anti-democratic.",['Karnataka'],2019-07-26,struggle
260,"Proving majority in the 225-member Assembly, winning the by-elections to seats vacated by the resignation of rebel Congress-JD(S) MLAs, and ministry formation will be an immediate challenge for BENGALURU —  Karnataka BJP President B S Yeddyurappa, according to senior Karnataka BJP leaders.",['Karnataka'],2019-07-26,struggle
260,"BENGALURU —  Karnataka BJP President B S Yeddyurappa has to play a balancing act by ensuring that those within Karnataka BJP are not sidelined, while also accommodating the rebel Congress-JD(S) legislators, whose resignation led to the collapse of the coalition government and helped Karnataka BJP to come to power, sources added.",['Karnataka'],2019-07-26,struggle
261,"STATE TIMES NEWS JAMMU: In a sensational disclosure about money swindling and casting couch by Director of film &#8216;Shadi ke Patase&#8217;, Shahid Kazmi, various Bollywood film directors and Directors of Photography (DoP) on Thursday charged Shahid Kazmi for blackmailing Jammu based artists by trapping Jammu based artists in Shahid Kazmi's &#8216;dirty filming&#8217;.",[''],2019-07-26,film
261,"Briefing media persons here, Naqaash Chittewani and [&#8230;]",[''],2019-07-26,film
262,"SRINAGAR —  President Ram Nath Kovind on Friday paid tribute to the fallen soldiers on the 20th anniversary of the Kargil war by laying a wreath at the war memorial at the Army's 15 Corps headquarters in Kashmir's Badami Bagh cantonment here, officials said.President Ram Nath Kovind was scheduled to take part in the function at the war memorial at the Army's 15 Corps headquarters in Kashmir's Badami Bagh cantonment here in the morning but bad weather prevented President Ram Nath Kovind from reaching the war memorial at the Army's 15 Corps headquarters in Kashmir's Badami Bagh cantonment here.",['Kashmir'],2019-07-26,take
262,"""President Kovind paid tributes to the fallen soldiers by laying a wreath at the war memorial at the Army's 15 Corps headquarters in Kashmir's Badami Bagh cantonment here,"" an the Army's official said.the war memorial at the Army's 15 Corps headquarters in Kashmir's Badami Bagh cantonment here had seen pitched battles between the Indian Army and a mix of Pakistani Army regulars and intruders for nearly two months in the summer of 1999.",['Kashmir'],2019-07-26,take
262,(PTI),['Kashmir'],2019-07-26,take
263,A court here on Thursday issued a non-bailable arrest warrant against SSP Udhampur Rajiv Omprakash Pandey and ordered the Inspector General of Police Jammu to produce SSP Udhampur Rajiv Omprakash Pandey before A court here on next date of hearing in a case regarding a fidayeen attack near police school Bemina here in March 2013.,[''],2013-03-01,attack
263,A court here issued a non-bailable arrest warrant against SSP Udhampur Rajiv Omprakash Pandey and orders to produce SSP Udhampur Rajiv Omprakash Pandey before A court here as the police officer being the witness of a case regarding a fidayeen attack near police school Bemina here in March 2013 failed to appear despite various summons in the past.,[''],2013-03-01,attack
264,"NEW DELHI: Lok Sabha is likely to take up the contentious triple talaq bill for consideration and passage on Thursday, official sources said on Wednesday.",['Lok'],2019-07-24,take
264,"The ruling BJP has issued a whip to The ruling BJP's MPs, asking its MPs to ensure its MPs's presence in the House.",['Lok'],2019-07-24,take
264,the contentious triple talaq bill,['Lok'],2019-07-24,take
265,"STATE TIMES NEWS JAMMU: The government on Wednesday removed Munsiff, Javed Ahmad Naik, who was under suspension, from the Service.",[''],2019-07-25,defend
265,"&#8220;The Inquiry Officer appointed by the High Court has held enquiry against Munsiff, Javed Ahmad Naik, who was under suspension on the charges already served upon Munsiff, Javed Ahmad Naik, who was under suspension and after giving Munsiff, Javed Ahmad Naik, who was under suspension the chance to defend Munsiff, Javed Ahmad Naik, who was under suspension presented [&#8230;]",[''],2019-07-25,defend
266,"NEW DELHI — Lok Sabha on Thursday passes the contentious Triple Talaq Bill, banning the practice of instant triple talaq.",['Lok'],2019-07-25,down
266,"""When Hindus and Muslims are jailed under dowry law or Domestic Violence Act, no one objects.",['Lok'],2019-07-25,down
266,"What is the objection in penalising the practice of instant triple talaq,"" Law Minister Ravi Shankar Prasad said.Several opposition parties bitterly opposed the contentious Triple Talaq Bill, banning the practice of instant triple talaq, but the government asserted that the contentious Triple Talaq Bill, banning the practice of instant triple talaq is a step towards gender equality and justice.",['Lok'],2019-07-25,down
266,"Parties like the Congress, the Trinamool Congress and the DMK demanded that the contentious Triple Talaq Bill, banning the practice of instant triple talaq be sent to a parliamentary committee for scrutiny.",['Lok'],2019-07-25,down
266,The current bill seeks to replace an ordinance for the practice of instant triple talaq which was issued by the cabinet last February.,['Lok'],2019-07-25,down
267,SRINAGAR — Jammu and Kashmir will be part of a joint working group announced on Thursday  by the chief ministers of northern states to share experiences and best practices to tackle the menace of drug abuse.,['Kashmir'],2019-07-25,press
267,"In a joint statement, the chief ministers of Punjab, Rajasthan, Haryana, Himachal Pradesh and Uttarakhand, as well as top officials from Delhi, Jammu and Kashmir, and Chandigarh, agreed on a series of powerful measures to eradicate the drugs problem in the region, Press Trust of India reported.","['Kashmir', 'Haryana', 'Rajasthan', 'Punjab']",2019-07-25,press
267,"The event was also attended by officials of the Intelligence Bureau, Narcotics Control Bureau (NCB) and other central agencies.","['Kashmir', 'Haryana', 'Rajasthan', 'Punjab']",2019-07-25,press
267,"a series of powerful measures to eradicate the drugs problem in the region included joint operations at the interstate borders, information sharing and implementation of the best practices of the participating states, a joint statement said.","['Kashmir', 'Haryana', 'Rajasthan', 'Punjab']",2019-07-25,press
267,"There was consensus among the participating states on the importance of strengthening the information-sharing mechanism on drugs, drug dealers and smugglers for an effective crackdown.","['Kashmir', 'Haryana', 'Rajasthan', 'Punjab']",2019-07-25,press
267,"the participating states agreed to launch major awareness programmes to make the eradication of drugs a peoples' movement, a joint statement said.","['Kashmir', 'Haryana', 'Rajasthan', 'Punjab']",2019-07-25,press
267,The event proposed to jointly press the Centre to come out with a national drugs policy in order to effectively tackle the menace of drug abuse.,"['Kashmir', 'Haryana', 'Rajasthan', 'Punjab']",2019-07-25,press
267,"the participating states also agreed to urge the Centre to establish a regional drug dependence treatment centre in Chandigarh on the lines of the National Drug Dependence Treatment Centre (NDDTC), AIIMS, New Delhi.","['Kashmir', 'Haryana', 'Rajasthan', 'Punjab']",2019-07-25,press
267,the participating states agreed to consider opening a regional training centre in Chandigarh for training of investigators for proper investigation of the cases under the Narcotic Drugs and Psychotropic Substances Act.,"['Kashmir', 'Haryana', 'Rajasthan', 'Punjab']",2019-07-25,press
267,"""We believe that these efforts will go a long way in eradicating the menace of drug abuse from the region, thus protecting our youth and our future generations, and ensuring a safe, secure and healthy society,"" according to a joint statement.","['Kashmir', 'Haryana', 'Rajasthan', 'Punjab']",2019-07-25,press
267,"the participating states said the participating states were committed to strengthen the process of consultation and cooperation, and collaborate more closely for making the region 'nasha mukt' (drug free).","['Kashmir', 'Haryana', 'Rajasthan', 'Punjab']",2019-07-25,press
267,"Speaking during The event, J&K Governor’s Advisor KK Sharma said the policy introduced by J&K was  the second document in India after Punjab drafted for de-addiction.",['Punjab'],2019-07-25,press
267,"“the policy introduced by the State in comparison to other policies has thrust on demand deduction rather than harm deduction,” an official spokesperson quoted J&K Governor’s Advisor KK Sharma as saying.",['Punjab'],2019-07-25,press
267,“J&K Governor’s Advisor KK Sharma would like to bring forth the fact that following implementation there is a massive multi-pronged strategy from various stake holders to limit the problem of drug addiction to minimal.,['Punjab'],2019-07-25,press
267,"From awareness campaigns to war on availability to treatment of affected all areas are being addressed in a sustained and goal directed way,” J&K Governor’s Advisor KK Sharma added.",['Punjab'],2019-07-25,press
267,J&K Governor’s Advisor KK Sharma said that it would also be helpful to exchange the best practices of States in countering drug menace.,['Punjab'],2019-07-25,press
267,"Similarly, the experiment of J&K Police drug de-addiction centers to cater to borderline cases is an example, J&K Governor’s Advisor KK Sharma added.",['Punjab'],2019-07-25,press
268,Do people really understand climate change and global warming?,[''],2019-07-26,kill
268,"A few days of unseasonal chill brings back the sceptic in everyone – if the earth is getting hotter then why are we experiencing low temperatures, is a common question.That the earth is getting hotter is no longer a moot question.",[''],2019-07-26,kill
268,It is.,[''],2019-07-26,kill
268,But will the heat kill you?,[''],2019-07-26,kill
268,Yes.,[''],2019-07-26,kill
268,But not directly.,[''],2019-07-26,kill
268,"You can still walk barefoot on the grass without getting your feet burnt!You will get killed by the viruses, the insects, the tsunamis and cyclones, the jellyfish in the oceans, the lack of water.The new kings of the earth are getting ready to take The new kings of the earth's thrones: mosquitoes.Just as birds flock to warmer areas when winter settles in, wild creatures seek out weather that suits wild creatures.",[''],2019-07-26,kill
268,"But a changing climate is moving that comfort zone for many animals, including disease-carrying mosquitoes.Mosquitoes are the deadliest animals in the earth.",[''],2019-07-26,kill
268,Mosquitoes's ability to carry and spread disease to humans causes millions of deaths every year.,[''],2019-07-26,kill
268,"The worldwide incidence of dengue has risen 30-fold in the past 30 years, now infecting as many as 400 million people a year, with a quarter of as many as 400 million people a year sick enough to be hospitalized, and more countries are reporting more countries's first outbreaks of dengue.",[''],2019-07-26,kill
268,"Zika, dengue, chikungunya, and yellow fever are all transmitted to humans by the Aedes aegypti  and Aedes albopictus mosquitoes, to name just two species.",['chikungunya'],2019-07-26,kill
268,"(Malaria spread by the Culex mosquito needs a whole article to itself).And, global warming is letting Mosquitoes take over the earth.Published in Nature Microbiology in March 2019 , Scientists from Boston Children's Hospital, Oxford University, University of Washington, London School of Hygiene and Tropical Medicine and the Universite Libre de Bruxelles (Belgium) have combined all the available data  using climate, urbanization, migration and human travel and made prediction models  of the likely spread of the Aedes aegypti  and Aedes albopictus mosquitoes, to name just two speciesAedes aegypti Aedes albopictus.",['chikungunya'],2019-07-26,kill
268,"prediction models  of the likely spread of two key disease-spreading mosquitoes -- Aedes aegypti and Aedes albopictus forecast that by 2050, 49 percent of the earth's population will live in places where the Aedes aegypti  and Aedes albopictus mosquitoes, to name just two species are established, if greenhouse gas emissions continue at current rates.",['chikungunya'],2019-07-26,kill
