news_id,article_id,article_title,date_prediction,event,event_type
3539,675,"Triple Talaq Bill:Omar,Mehbooba Exchange Barbs As PDP MPs Help BJP",[],"Given the current state of the economy, should this really have been a priority?”The tweet did not went well with SRINAGAR — National Conference's Omar Abdullah and quickly reminded Peoples Democratic Party leader Mehbooba Mufti that it was her own party lawmakers who abstained her own party lawmakers from voting, leading to smooth passage of the contentious Triple Talaq.SRINAGAR — National Conference's Omar Abdullah, wrote: “Peoples Democratic Party leader Mehbooba Mufti ji, Peoples Democratic Party leader Mehbooba Mufti might want to check how her own party lawmakers voted on the contentious Triple Talaq before tweeting.",off
3540,675,"Triple Talaq Bill:Omar,Mehbooba Exchange Barbs As PDP MPs Help BJP",[],SRINAGAR — National Conference's Omar Abdullah understand her own party lawmakers abstained which helped the government with the numbers needed to pass the contentious Triple Talaq.,off
3541,675,"Triple Talaq Bill:Omar,Mehbooba Exchange Barbs As PDP MPs Help BJP",[],"Peoples Democratic Party leader Mehbooba Mufti can’t help the government and then ‘fail to understand need to pass’!”Responding to SRINAGAR — National Conference's Omar Abdullah, Peoples Democratic Party leader Mehbooba Mufti wrote: ""SRINAGAR — National Conference's Omar Abdullah, Peoples Democratic Party leader Mehbooba Mufti suggest SRINAGAR — National Conference's Omar Abdullah get off SRINAGAR — National Conference's Omar Abdullah's moral high horse since it was Peoples Democratic Party that expelled Soz sahab for voting against the BJP in 1999.",off
3542,675,"Triple Talaq Bill:Omar,Mehbooba Exchange Barbs As PDP MPs Help BJP",[],"FYI in parliament, abstention is essentially a no SRINAGAR — National Conference's Omar Abdullah shot back by explaining to Peoples Democratic Party leader Mehbooba Mufti that an abstention is not a no vote.Peoples Democratic Party leader Mehbooba Mufti, is recounting an incident from TWENTY years ago the best Peoples Democratic Party leader Mehbooba Mufti can do to defend the BJP duplicity?",off
3543,675,"Triple Talaq Bill:Omar,Mehbooba Exchange Barbs As PDP MPs Help BJP",[],So Peoples Democratic Party leader Mehbooba Mufti are accepting Peoples Democratic Party leader Mehbooba Mufti instructed Peoples Democratic Party leader Mehbooba Mufti's MPs to abstain.,off
3544,675,"Triple Talaq Bill:Omar,Mehbooba Exchange Barbs As PDP MPs Help BJP",[],"And no an abstention is NOT a no vote, a no vote is a no vote.",off
3545,675,"Triple Talaq Bill:Omar,Mehbooba Exchange Barbs As PDP MPs Help BJP","[('2019-07-30', 'Tuesday')]","An abstention helped the BJP this time,"" SRINAGAR — National Conference's Omar Abdullah tweeted.the contentious Triple Talaq sailed through the upper house after a series of walkouts and abstentions on Tuesday.the contentious Triple Talaq, received 99 votes in favour whereas 84 members voted against the contentious Triple Talaq in the upper house.",off
3546,676,Ram Madhav Keeps Kashmir Guessing On Art 35A,"[('2019-07-31', 'Wednesday')]","SRINAGAR — Evading a direct response to a question on whether the Centre had any plans to revoke the constitutional provisions giving special status to Jammu and Kashmir, BJP general secretary Ram Madhav said on Wednesday the Narendra Modi government would take necessary steps for the benefit of the state at an appropriate time.",take
3547,676,Ram Madhav Keeps Kashmir Guessing On Art 35A,[],"""The BJP's stand on it (repeal of Article 35A of the Constitution) is very clear but BJP is not the party which is going to decide (on the matter).",take
3548,676,Ram Madhav Keeps Kashmir Guessing On Art 35A,[],"The decision will be taken by Narendra Modi and the Narendra Modi government, but BJP general secretary Ram Madhav can assure you that whatever decision the prime minister and his government will take, will be in the interest of the state,"" BJP general secretary Ram Madhav told reporters here.BJP general secretary Ram Madhav said the state's political parties were creating an atmosphere of fear in Kashmir by linking the movement of central armed paramilitary forces with other issues to save the state's political parties's political turf.",take
3549,676,Ram Madhav Keeps Kashmir Guessing On Art 35A,[],"""Leaders of local regional parties are creating fear psychosis for ""Leaders of local regional parties's political interests.",take
3550,676,Ram Madhav Keeps Kashmir Guessing On Art 35A,[],Moving forces in and out of Kashmir as per the requirement of the security grid is an ongoing process.,take
3551,676,Ram Madhav Keeps Kashmir Guessing On Art 35A,[],"Extra forces are brought in for Amarnath Yatra or elections, like there is going to be block level elections for panchayat.",take
3552,676,Ram Madhav Keeps Kashmir Guessing On Art 35A,[],"But linking the movement of central armed paramilitary forces with other issues is being done for personal interests,"" BJP general secretary Ram Madhav said.Article 35A of the Constitution the Constitution gives powers to the state to define the state's permanent residents.",take
3553,676,Ram Madhav Keeps Kashmir Guessing On Art 35A,[],"hortly after the Centre's decision on additional deployment of troops was announced, PDP chief Mehbooba Mufti had tweeted that the government needs to rethink and overhaul the government's policy regarding PDP chief Mehbooba Mufti's , as the Centre's decision on additional deployment of troops created ""fear psychosis"" amongst people.",take
3554,676,Ram Madhav Keeps Kashmir Guessing On Art 35A,[],"""Centre's decision to deploy additional deployment of troops to the valley has created fear psychosis amongst people.",take
3555,676,Ram Madhav Keeps Kashmir Guessing On Art 35A,[],There is no dearth of security forces in Kashmir.,take
3556,676,Ram Madhav Keeps Kashmir Guessing On Art 35A,[],J & K is a political problem which won't be solved by military means.,take
3557,676,Ram Madhav Keeps Kashmir Guessing On Art 35A,[],"the government needs to rethink & overhaul the government's policy,"" PDP chief Mehbooba Mufti had tweeted.Hitting out at PDP chief Mehbooba Mufti, BJP general secretary Ram Madhav said, ""PDP chief Mehbooba Mufti's using such language to keep PDP chief Mehbooba Mufti politically relevant.",take
3558,676,Ram Madhav Keeps Kashmir Guessing On Art 35A,[],To protect the state's political parties's slipping political base fear is being created among people.,take
3559,676,Ram Madhav Keeps Kashmir Guessing On Art 35A,[],We have to take forward work going on in Jammu and Kashmir.,take
3560,676,Ram Madhav Keeps Kashmir Guessing On Art 35A,[],Assembly polls have to be conducted.,take
3561,676,Ram Madhav Keeps Kashmir Guessing On Art 35A,[],"""""She should go with such issues among people.",take
3562,676,Ram Madhav Keeps Kashmir Guessing On Art 35A,[],"Not even people from PDP chief Mehbooba Mufti's own party come to PDP chief Mehbooba Mufti's meetings, not even on her own party's Foundation Day.",take
3563,676,Ram Madhav Keeps Kashmir Guessing On Art 35A,[],"So PDP chief Mehbooba Mufti's started using the language of 'Main barood uthaaoongi...haath jal jaega..."" to create fear among people,"" BJP general secretary Ram Madhav added.BJP general secretary Ram Madhav pressed for the Election Commission of India to conduct elections in the state and said that her own party will contest elections alone.",take
3564,676,Ram Madhav Keeps Kashmir Guessing On Art 35A,[],"""We want the Assembly elections to be conducted as soon as possible.",take
3565,676,Ram Madhav Keeps Kashmir Guessing On Art 35A,[],her own party have already started her own party's preparations.,take
3566,676,Ram Madhav Keeps Kashmir Guessing On Art 35A,[],"New people should come forward, not just two families.",take
3567,676,Ram Madhav Keeps Kashmir Guessing On Art 35A,[],"her own party is ready if the Election Commission of India wants to conduct elections before January 2020. her own party will contest elections without any alliance,"" BJP general secretary Ram Madhav said.",take
3568,677,India Rethinks Buying US Drones After Iran Downing,"[('2019-07-28', 'Sunday'), ('2019-07-28', 'Sunday')]","NEW DELHI — India is reportedly having second thoughts about the purchase of Global Hawk drones from the United States after Iran easily shot down one such drone last month.India's English-language daily newspaper The Hindustan Times, quoting military sources, said on Sunday that the Indian armed forces were concerned about the effectiveness and survivability of Global Hawk drones in highly volatile air spaces.India internally raised questions about the drone surviving along India's frontiers with China and Pakistan — with China and Pakistan equipped with advanced surface-to-air missile systems (SAM), India’s English-language daily newspaper The Hindustan Times, quoting military sources, said on Sunday added.India has long been engaged in conflict with Pakistan over the disputed region of Jammu and Kashmir.",down
3569,677,India Rethinks Buying US Drones After Iran Downing,[],"China and Pakistan have fought four wars since China and Pakistan's partition in 1947, three of four wars over Kashmir.",down
3570,677,India Rethinks Buying US Drones After Iran Downing,[],"Indo-Pakistani relations nosedived in February when over 40 Indian paramilitaries were killed in a bomb attack in Kashmir.In 1962, China and Pakistan China fought a brief yet bloody war over Arunachal Pradesh, with Chinese troops temporarily capturing part of Arunachal Pradesh.In 2017, China and Pakistan were again engaged in a standoff in Bhutan’s Doklam region after the Indian army sent troops to stop the construction of a military road by China.",down
3571,677,India Rethinks Buying US Drones After Iran Downing,[],"After a two-month standoff, troops from China and Pakistan withdrew and China and Pakistan sought to rebuild trust.",down
3572,677,India Rethinks Buying US Drones After Iran Downing,"[('2019-07-28', 'Sunday'), ('2019-07-28', 'Sunday')]","The 3,500-km border between China and Pakistan has been calm ever since.India’s English-language daily newspaper The Hindustan Times, quoting military sources, said on Sunday also said that the United States has in recent years conducted the United States's drone operations only in those countries where the United States faces no real threats or rivals.“The armed drone has been successfully used by the United States in Afghanistan, Pakistan, Iraq and Syria as the skies are dominated by Afghanistan, Pakistan, Iraq and Syria's air force,” India’s English-language daily newspaper The Hindustan Times, quoting military sources, said on Sunday said.India had planned to buy 30 drones from the United States worth six billion dollars.India is also expecting to induct French-made Rafale fighter jets into India's air force later this year.“This means that an armed drone with full complement of weapons will be more expensive than Rafael multi-role fighter with all weapons and missiles on board,” an Indian Defense Ministry official said.Iran shot down one such drone in June.one such drone was identified as a US Navy MQ-4C Triton, which builds on elements of the RQ-4 Global Hawk with minor changes.",down
3573,678,Omar seeks CBI inquiry on ‘fake’ social media orders,"[('2019-07-30', 'Tuesday')]","Former chief minister and National Conference vice president, Omar Abdullah, on Tuesday demanded a CBI inquiry into the ""fake orders"" that had surfaced on social media over the past few days, leading to speculation that CBI might be moving to scrap Article 35-A of the Constitution, which provides special rights of residency and jobs to the people of Jammu and Kashmir in the state.",scrap
3574,678,Omar seeks CBI inquiry on ‘fake’ social media orders,[],"""This is a very serious matter raised by the Governor.",scrap
3575,678,Omar seeks CBI inquiry on ‘fake’ social media orders,[],Fake orders were circulated under the signature of senior government officers.,scrap
3576,678,Omar seeks CBI inquiry on ‘fake’ social media orders,[],circulated is not something that can be dismissed with a simple sound byte.,scrap
3577,678,Omar seeks CBI inquiry on ‘fake’ social media orders,[],"CBI must be asked to investigate Fake orders & Fake orders's origin,"" Former chief minister and National Conference vice president, Omar Abdullah tweeted.",scrap
3578,679,Senseless driving sense and 8,[],Gorges in Kashmir and Chenab valley areas have become death pits claiming hundreds of lives each year.,approach
3579,679,Senseless driving sense and 8,[],Road accidents continue to haunt the people of the state for bringing the largest death toll year after year.,approach
3580,679,Senseless driving sense and 8,[],"Many factors have been identified by authorities for Road accidents, yet road safety and the negligence by drivers remain conspicuous.",approach
3581,679,Senseless driving sense and 8,[],"The popular perception reflects poor driving sense that has somehow become institutionalized because of the lackadaisical approach of the authorities, particularly those who are responsible for issuing valid driving licenses and conducting driving tests of the applicants.",approach
3582,679,Senseless driving sense and 8,[],The method/process used by authorities to issue driving license is not only obsolete given the measure of traffic on the roads but also dangerous.,approach
3583,679,Senseless driving sense and 8,[],There has been hardly any change in the conventional driving test that is conducted by the authorities.,approach
3584,679,Senseless driving sense and 8,[],"Some question answers and few minutes test maneuver are not enough to judge the driving sense of the applicant, neither the applicant skills.",approach
3585,679,Senseless driving sense and 8,[],"For road accidents the traffic authority is not the only one to be blamed, as there are people who are said to obtain licenses without even appearing in the driving test.",approach
3586,679,Senseless driving sense and 8,[],"On top of it, negligence and recklessness shown by drivers are primarily responsible for deadly road accidents throughout the length and breadth of the state.",approach
3587,679,Senseless driving sense and 8,[],"While the government can ensure better roads and construct better roads in such a way as to minimize accidents, the government still needs the driver to pay attention to the road and ignore all distractions.",approach
3588,679,Senseless driving sense and 8,[],"The driver must also have the right driving skills and safe driving sense, which have become questionable since there is no mechanism to check the right driving skills and safe driving sense, which have become questionable since there is no mechanism to check them except when the driving license is issued except when the driving license is issued.",approach
3589,679,Senseless driving sense and 8,[],"The most traffic authorities do is check valid documents, read the condition of the vehicle and inquire about the state of the driver, whether the driver is under the influence of intoxicants.",approach
3590,679,Senseless driving sense and 8,[],Traffic cops do sit next to drivers and watch drivers drive.,approach
3591,679,Senseless driving sense and 8,[],"However, those who are responsible for judging the driving sense and issue license should at least spend half an hour with the applicant to know how the applicant fares.",approach
3592,679,Senseless driving sense and 8,[],"While issuing driving license, authorities must also focus on road safety.",approach
3593,679,Senseless driving sense and 8,[],To answer a question while sitting on a chair is quite different than to actually do answer practically while driving behind the wheels in the traffic.,approach
3594,679,Senseless driving sense and 8,[],Authorities must get rid of the obsolete tests and procedures and evaluate the license applicant on the basis of driving test that is conducted on road with at least 30-45 minutes drive run.,approach
3595,680,Trump As Imran’s Umpire,[],The idea of neutral umpires was given to cricket foremost by Imran Khan.,round
3596,680,Trump As Imran’s Umpire,[],The idea of neutral umpires has a longer precedence in diplomacy.,round
3597,680,Trump As Imran’s Umpire,[],Neutral umpires in the arena are called honest brokers.,round
3598,680,Trump As Imran’s Umpire,[],"Imran Khan looked delirious with joy when Donald Trump said Donald Trump could mediate or arbitrate the Kashmir dispute, and claimed to have Narendra Modi’s support if needed.",round
3599,680,Trump As Imran’s Umpire,[],"A billion people would pray for Donald Trump health, Imran Khan had exulted, or something to that effect.Two questions arise.",round
3600,680,Trump As Imran’s Umpire,[],"Can Imran Khan really trust Donald Trump as an honest and discerning neutral umpire as, say, US Senator George Mitchell was in settling the Irish dispute with Britain 20 years ago?",round
3601,680,Trump As Imran’s Umpire,[],"If Donald Trump had the required credentials, Donald Trump would not have backed a shady initiative with a fistful of US dollars to quell the Palestinian quest for a non-racial democracy in a shared homeland for Jews and Arabs.a shady initiative with a fistful of US dollars to quell the Palestinian quest for a non-racial democracy in a shared homeland for Jews and Arabs came from Donald Trump scandalously over-invested son-in-law.",round
3602,680,Trump As Imran’s Umpire,"[('2019-07-26', 'Friday')]","Suppose Donald Trump dispatches Trump’s scandalously over-invested son-in-law Friday to Srinagar, what would dispatches imply for the Kashmiris, primarily, leave alone the nuclear-armed contestants?Some do seem to have figured out Donald Trump, and American Democrats are not among them.",round
3603,680,Trump As Imran’s Umpire,[],The young Kim from North Korea has worked well on wrapping Donald Trump round The young Kim from North Korea's little finger.Not too far behind are the Iranians.,round
3604,680,Trump As Imran’s Umpire,[],the Iranians have been at the receiving end of Donald Trump more vicious streak.,round
3605,680,Trump As Imran’s Umpire,[],been has not deterred the Iranians from standing up for the Iranians's sovereign pride and what the Iranians see as the Iranians's political reason to exist.,round
3606,680,Trump As Imran’s Umpire,[],the Iranians is well aware that Donald Trump didn’t terminate the fictional military attack on the Iranians by pulling back over Donald Trump's much advertised moral principle of saving 150 Iranian lives.,round
3607,680,Trump As Imran’s Umpire,[],"the Iranians know as does the world that Donald Trump has been complicit in the incalculable misery and mass murder in Yemen, and not just with lethal arms Donald Trump sold to the Saudis in the manner of a Clint Eastwood character for a bag of gold, shooting down the obstructive sheriff the US Congress tried to play.Donald Trump is least bothered about lives.",round
3608,680,Trump As Imran’s Umpire,[],"More accurately, Donald Trump is terrified of getting stuck like Donald Trump's predecessors in a foreign conflict.",round
3609,680,Trump As Imran’s Umpire,[],"In this, Donald Trump is like Shakespeare’s allegorical cat in Macbeth that wanted the fish without wetting its paws — “Letting its dare not wait upon its would”.The other question related to Donald Trump is purposely facetious.",round
3610,680,Trump As Imran’s Umpire,[],"Let us suppose Donald Trump had turned around to Imran Khan at their joint media event, and, instead of offering to mediate or arbitrate on Kashmir, had said words to the effect: ‘Let’s put the question to the very athletic prime minister of Pakistan.",round
3611,680,Trump As Imran’s Umpire,[],the very athletic prime minister of Pakistan sees Narendra Modi’s's group as best suited to usher peace with Pakistan.,round
3612,680,Trump As Imran’s Umpire,[],"Donald Trump’m sure the very athletic prime minister of Pakistan has some very, very good ideas for believing in Narendra Modi’s.",round
3613,680,Trump As Imran’s Umpire,[],"Given the very athletic prime minister of Pakistan's hopes in the excellent man that Narendra Modi’s is, Donald Trump’m sure the very athletic prime minister of Pakistan will work out a very good deal with the Indians.’The facile question has a serious purpose.",round
3614,680,Trump As Imran’s Umpire,[],Imran Khan said some time ago that Narendra Modi’s's right-wing Hindu Bharatiya Janata Party was best equipped to resolve the Kashmir dispute.,round
3615,680,Trump As Imran’s Umpire,[],Grant all power to Imran Khan and Narendra Modi’s.,round
3616,680,Trump As Imran’s Umpire,[],"But where’s the evidence?Given the amazing similarities between Donald Trump and Imran Khan, Narendra Modi’s would likely have shredded the deal had the deal existed, say, between Manmohan Singh and Pervez Musharraf.",round
3617,680,Trump As Imran’s Umpire,[],"Also after Donald Trump image, the anger would not be summoned because the deal was bad for India.",round
3618,680,Trump As Imran’s Umpire,[],"the deal would likelier be unacceptable because an opponent Donald Trump reviled had signed the deal.And, just as Donald Trump is bent on offering an alternate deal to the Iranians with a new list of commitments on missile capabilities and political activities in the neighbourhood, Modi too may rehash the old Manmohan Singh-Pervez Musharraf draft with a rider.",round
3619,680,Trump As Imran’s Umpire,[],rehash could come as the removal of the special status Jammu and Kashmir enjoys in India's constitution.,round
3620,680,Trump As Imran’s Umpire,[],"Narendra Modi’s, like Donald Trump, is a businessman and businessmen are Narendra Modi’s's political base.",round
3621,680,Trump As Imran’s Umpire,[],"Ordinarily, non-Kashmiris aren’t allowed to own property in Kashmir, given the special constitutional provisions.",round
3622,680,Trump As Imran’s Umpire,[],"To repeal the special status Jammu and Kashmir enjoys in India’s constitution would be euphemism for an economic and physical takeover.At the worst of times between the US and USSR, communication channels remained open.",round
3623,680,Trump As Imran’s Umpire,[],"And even then the US and USSR needed the mediation of UN secretary general U Thant to terminate the threat that would have ended life on earth in 1962.India may feel that mediation doesn’t suit India's self-cultivated image as a regional power, but India has benefited from mediation in the past, and not only in the Tashkent pact or in the water treaty with Pakistan.",round
3624,680,Trump As Imran’s Umpire,[],India recently celebrated India's soldiers in the Kargil conflict with Pakistan.,round
3625,680,Trump As Imran’s Umpire,[],Every nation celebrates Every nation's brave soldiers.,round
3626,680,Trump As Imran’s Umpire,[],"But celebrates doesn’t detract from the fact that the Kargil ‘victory’ was actually won in the diplomatic arena, to avoid using the word ‘mediation’, with President Bill Clinton’s intervention.",round
3627,680,Trump As Imran’s Umpire,[],"President Bill Clinton’s said so in the Indian parliament and to applause from doting MPs.There is nothing intrinsically wrong with mediation, except that mediation occasionally treads on someone’s acquired attitude.",round
3628,680,Trump As Imran’s Umpire,[],It was commendable that India and Pakistan welcomed the ruling of the International Court of Justice on the condemned Indian prisoner in Pakistan.,round
3629,680,Trump As Imran’s Umpire,[],"Whether in peace or aggression, the foreign hand can produce unexpected outcomes.",round
3630,680,Trump As Imran’s Umpire,[],The ‘war on terror’ began with the Afghan Taliban in America’s crosshairs and could end with America’s for better or worse as the rulers of Kabul.It would be uphill for India to accept the Afghan Taliban to keep up with Joneses and continue the military assault on Kashmir.,round
3631,680,Trump As Imran’s Umpire,[],"Like all nightmares, the trauma of Kashmiris too shall pass, preferably despite Imran Khan's faith in strange people.",round
3632,680,Trump As Imran’s Umpire,[],"As US Senator George Mitchell recalls, there were 700 days of bad news waiting for that one day of happy tidings in Ireland.",round
3633,680,Trump As Imran’s Umpire,[],"Importantly, unlike Kissinger in the Middle East or Holbrooke in Bosnia, US Senator George Mitchell didn’t go to US Senator George Mitchell's mission on a gunboat.The Article First Appeared In DAWN",round
3634,681,J&K Assembly Polls: CEO Calls Meeting With State Poll Machinery,"[('2019-08-02', 'August 2'), ('2019-08-15', 'August 15'), ('2019-07-31', 'Wednesday')]","SRINAGAR — The ball has been set rolling for conduct of Assembly elections in Jammu and Kashmir with Jammu's chief electoral officer convening for a meeting with district officials for review of the process and political parties gearing up for Assembly elections.the state's chief electoral officer will hold a meeting with district officials on August 2, according to an official order.a meeting with district officials will review the electors verification programme, which allows residents to verify residents's names in the voters list, new registrations, changes in voter details and corrections in the voter ID cards, leading to overall revision and purification of the electoral rolls of Jammu, an official order said.The Election Commission (EC) had earlier said that The Election Commission (EC) would decide on the dates of the Assembly polls in Jammu after the Amarnath Yatra ends on August 15.It had said the poll panel had unanimously decided that ""holding of Assembly elections in Jammu and Kashmir Jammu and Kashmir Kashmir shall be considered later in this year"" and that The Election Commission (EC) will keep monitoring the situation in Jammu regularly based on inputs from all necessary quarters, and will announce the election schedule after the conclusion of the Amarnath Yatra.The recent infusion of 100 additional companies of central paramilitary forces -- 80 in Kashmir and 20 in Jammu -- is being attributed to the holding of free and fair elections in Jammu.The movement of troops had caused a widespread panic in Jammu with rumours floating about a possibility of withdrawing Article 35-A by the Centre, a provision which guarantees residency and jobs for the residents of Jammu.In a related development, the BJP on Wednesday appointed the BJP's national vice president Avinash Rai Khanna as the BJP's election in-charge for Assembly electionsJammu and KashmirKashmir.A statement issued by the BJP said appointed was approved by party president and Union Home Minister Amit Shah.",panic
3635,681,J&K Assembly Polls: CEO Calls Meeting With State Poll Machinery,[],"its national vice president Avinash Rai Khanna will assume election in-charge for the state with immediate effect.the BJP general secretary Ram Madhav, who is here for a party membership drive, also said that BJP general secretary Ram Madhav, who is here for a party membership drive's demand to The Election Commission (EC) is to hold Assembly elections as soon as possible.",panic
3636,681,J&K Assembly Polls: CEO Calls Meeting With State Poll Machinery,[],"""When will elections be held in Jammu?",panic
3637,681,J&K Assembly Polls: CEO Calls Meeting With State Poll Machinery,[],The Election Commission (EC) can answer this question.,panic
3638,681,J&K Assembly Polls: CEO Calls Meeting With State Poll Machinery,"[('2018-06-19', 'June 19, 2018')]","However, our party has started preparations for Assembly elections and the BJP's demand is that Assembly elections should be held as soon as possible,"" BJP general secretary Ram Madhav, who is here for a party membership drive said.Jammu and Kashmir Kashmir was brought under Governor's rule on June 19, 2018 after the BJP pulled out of the coalition government with the BJP.",panic
3639,681,J&K Assembly Polls: CEO Calls Meeting With State Poll Machinery,"[('2018-11-21', '21 November last year')]","Governor's kept the Assembly in suspended animation to allow time for cobbling of an alternative alliance for government formation in Jammu.However, the Assembly was dissolved on 21 November last year amidst allegations of horse-trading and defections in the BJP for fresh government formation.",panic
3640,681,J&K Assembly Polls: CEO Calls Meeting With State Poll Machinery,[],"With the passage of six months of Governor's's Rule, Jammu has been under President's Rule since January this year.As per the law, fresh elections in Jammu should have been held within six months of dissolution of the Assembly.",panic
3641,681,J&K Assembly Polls: CEO Calls Meeting With State Poll Machinery,[],(PTI).,panic
3642,682,"Airfares To Increase 5%,Hotel Rates 6.8 % In 2020:Report",[],"MUMBAI —With India's strong economic growth fueling demand for business travel, airfares, hotel rates and ground transport prices are expected to increase in 2020, according to a report.While airfare is likely to grow by 5 per cent (in Rupees terms) the hotel rates and ground transport prices are likely to climb up by 6.8 per cent and 4.5 per cent (USD terms), respectively, according to a report.",threat
3643,682,"Airfares To Increase 5%,Hotel Rates 6.8 % In 2020:Report",[],"""Earlier this year CWT saw a spike in airfares after Jet Airways ceased Jet Airways's operations in April, so CWT're already at a high base in 2020,"" Business-to-Business-for-Employees travel management platform CWT, India's, CEO Vishal Sinha said quoting a report.Business-to-Business-for-Employees travel management platform CWT, India, CEO Vishal Sinha said, with other airlines adding capacity to fill the vacuum, fares have begun to normalise and normalise is likely to continue next year.",threat
3644,682,"Airfares To Increase 5%,Hotel Rates 6.8 % In 2020:Report",[],"""However, if the rupee weakens against the dollar, Indian carriers could be faced with bigger fuel bills and we may see that being passed on to travellers,"" Business-to-Business-for-Employees travel management platform CWT, India, CEO Vishal Sinha added.Hotel rates are also expected to rise, as the demand for rooms outpaces supply, especially in secondary cities like Chandigarh, Jaipur and Ahmedabad, Business-to-Business-for-Employees travel management platform CWT, India, CEO Vishal Sinha opined.",threat
3645,682,"Airfares To Increase 5%,Hotel Rates 6.8 % In 2020:Report",[],"""At the same time, the commercialisation of mid-tier properties by players like Oyo are also pushing prices upwards,"" Business-to-Business-for-Employees travel management platform CWT, India, CEO Vishal Sinha added.Prices in the global travel industry are likely to slow in 2020, with flights rising a modest 1.2 per cent, hotels rising only 1.3 per cent, and rental car rates up 1 per cent (in USD terms), according to a report.While the global economy is doing well overall and expected to grow a solid 3.6 per cent in 2020 a raft of uncertainties are set to put a damper on pricing, a report added.",threat
3646,682,"Airfares To Increase 5%,Hotel Rates 6.8 % In 2020:Report",[],"""The risks and ambiguity have increased over the past few months not least the threat of escalating trade wars, the impact of Brexit, possible oil supply shocks, and the growing likelihood of recession,"" CWT's President and CEO Kurt Ekert added.",threat
3647,683,Shakeel Bakhshi ‘Escapes Bid On Life’,"[('2019-07-31', 'Wednesday')]",SRINAGAR — Family of Shakeel Bakhshi on Wednesday said that Shakeel Bakhshi escaped a bid on life after some unknown fired upon Shakeel Bakhshi inside Shakeel Bakhshi's residence at Bemina here.,attempt
3648,683,Shakeel Bakhshi ‘Escapes Bid On Life’,[],Senior Superintendent of Police Srinagar Dr Haseeb Mughal said that police was ascertained details.Shakeel Bakhshi's brother posted on Facebook that Shakeel Bakhshi survived the assassination attempt on Shakeel Bakhshi's life when some unknown fired fire on Shakeel Bakhshi inside his residence at Bemina here.,attempt
3649,683,Shakeel Bakhshi ‘Escapes Bid On Life’,[],"Shakeel Bakhshi suffered minor injuries in fired, His brother said.Reports said that police reached the spot and was investigating fired.",attempt
3650,683,Shakeel Bakhshi ‘Escapes Bid On Life’,[],“Apparently there are few bullet marks on stair and ceiling of ally.,attempt
3651,683,Shakeel Bakhshi ‘Escapes Bid On Life’,[],"Further details are being collected,” a police officer said.",attempt
3652,683,Shakeel Bakhshi ‘Escapes Bid On Life’,[],Senior Superintendent of Police Srinagar Dr Haseeb Mughal told a local news agency GNS that police was confirming details.,attempt
3653,684,Sheetal Nanda reviews development scenario,"[('2019-07-29', 'Monday')]","STATE TIMES NEWS KATHUA: Secretary, Rural Development and Panchayati Raj, Sheetal Nanda on Monday chaired a meeting to take overall review of developmental scenario of KATHUA as the In-charge Secretary for monitoring the development related activities in KATHUA.",take
3654,684,Sheetal Nanda reviews development scenario,[],"At the outset, DDC, Dr. Raghav Langer presented the district profile besides overall status of [&#8230;]",take
3655,685,BJP MLA among 11 booked for plotting accident of Unnao rape victim,"[('2019-07-29', 'Monday')]","The Uttar Pradesh police on Monday registered an FIR against eleven people including BJP MLA Kuldeep Singh Sengar, BJP MLA Kuldeep Singh Sengar's brother and henchmen in connection with the accident in which the Unnao rape victim and the Unnao rape victim's lawyer were critically injured while the Unnao rape victim's two aunts were killed.",rape
3656,685,BJP MLA among 11 booked for plotting accident of Unnao rape victim,[],"The other accused were identified as Manoj Singh Senger, BJP MLA Kuldeep Singh Sengar's brother, Vinod Mishra, Haripal Singh, Naveen Singh, Komal Singh, Arun Singh, Amande Singh, Rinku Singh and Advocate Awadhesh Singh.",rape
3657,686,Start massive sanitation drive in district: DDC Ganderbal,"[('2019-07-29', 'Monday')]","GANDERBAL: District Development Commissioner (DDC) Ganderbal, Hashmat Ali Khan on Monday chaired a meeting wherein District Development Commissioner (DDC) Ganderbal, Hashmat Ali Khan directed various departments to start sanitation drive in the district and take steps to raise awareness among people on the subject.",take
3658,686,Start massive sanitation drive in district: DDC Ganderbal,[],"During a meeting wherein he directed various departments to start sanitation drive in the district and take steps to raise awareness among people on the subject, District Development Commissioner (DDC) Ganderbal inquired from concerned officials about the measures taken in maintaining cleanliness in concerned officials's [&#8230;]",take
3659,687,Bijli Adalat at Rajouri on Aug 31,"[('2019-08-31', 'August 31, 2019'), ('2019-08-31', '11:30 AM')]","STATE TIMES NEWS JAMMU: A Bijli Adalat will be conducted on August 31, 2019, at 11:30 AM, in the Office of Superintending Engineer, EM &#38; RE Circle-II, Power House Kheora Rajouri to hear the problem of electric consumers.",approach
3660,687,Bijli Adalat at Rajouri on Aug 31,"[('2019-07-29', 'Monday')]",The PDD on Monday appealed the consumers to approach the concerned Executive Engineers (Members of Bijli Adalat) [&#8230;],approach
3661,688,"BJP core group meeting to discuss political situation, LA polls preparedness","[('2019-07-30', 'Tuesday')]","The BJP's central leadership would hold a meeting with The BJP's central leadership's Jammu and Kashmir leaders on Tuesday, with official sources indicating that the assembly polls in Jammu are likely to be held in October.",take
3662,688,"BJP core group meeting to discuss political situation, LA polls preparedness",[],"The BJP's leaders will take stock of The BJP's's preparedness for the upcoming elections, whose schedule is likely to be announced by the Election Commission after the Amarnath Yatra is completed next month.",take
