article_id,article_date,event,stanford_location,allen_location,stanford_date,heidal_date,best_location,best_date
2482,2019-07-30T11:17:44.000Z,"Militants and the security forces on Tuesday exchanged fire at a village in south Kashmir’s Anantnag district, police said.",['south Kashmir'],['Anantnag'],2019-07-30,"[('2019-07-30', 'Tuesday')]",,
2492,2019-07-30T12:02:00.000Z,Hurriyat Conference (M) chairman Mirwaiz Umar Farooq Tuesday said that any move against the places of worship and religious matter will be resisted in Kashmir.,['Kashmir'],,2019-07-30,"[('2019-07-30', 'Tuesday')]",,
2505,2019-07-30T12:46:28.000Z,"A soldier was killed as the Pakistani troops targeted forward posts and villages along the Line of Control (LOC) in Sunderbani sector of Rajouri district on Tuesday, officials said.","['Sunderbani', 'Rajouri']","['Rajouri', 'Sunderbani']",2019-07-30,"[('2019-07-30', 'Tuesday')]",,
2507,2019-07-30T12:53:07.000Z,Soldier killed in cross LOC firing in Rajouri sector.,['Rajouri'],['Rajouri'],,[],,
2507,2019-07-30T12:53:07.000Z,Srinagar: An army soldier was killed in cross-border firing in Sunderbani sector of Rajouri sector on Tuesday.,"['Sunderbani', 'Rajouri']",['Rajouri'],2019-07-30,"[('2019-07-30', 'Tuesday')]",,
2508,2019-07-30T12:57:18.000Z,Two Jaish militants killed in Bijbehra encounter.,['Bijbehra'],['Bijbehra'],,[],,
2508,2019-07-30T12:57:18.000Z,"Srinagar, July 30: Two Jaish militants were killed after a gunfight broke out between militants and government forces in Kutto area of Bijbehara in South Kashmir’s Anatnag District on Tuesday.","['Kutto', 'Bijbehara', 'Anatnag District', 'South Kashmir']",,2019-07-30,"[('2019-07-30', 'July 30'), ('2019-07-30', 'Tuesday')]",,
2510,2019-07-30T13:01:53.000Z,"Jammu and Kashmir Police on Tuesday said two militants, including a Jaish commander, were killed in a gunfight with the security forces in Bijbehara area of Anantnag district.","['Kashmir', 'Bijbehara']",['Jammu'],2019-07-30,"[('2019-07-30', 'Tuesday')]",,
2513,2019-07-30T13:13:34.000Z,Two civilians were injured as the armies of India and Pakistan traded heavy fire and shelling along the Line of Control (LoC) in Karnah area of north Kashmir’s Kupwara district on Tuesday.,"['Kupwara', 'Kashmir', 'Karnah']","['Kupwara', 'Pakistan', 'India', 'Kashmir', 'Karnah']",2019-07-30,"[('2019-07-30', 'Tuesday')]",,
2525,2019-07-30T13:59:00.000Z,Governor Satya Pal Malik on Tuesday said that the government orders which were circulated on social media in Kashmir were not valid.,['Kashmir'],,2019-07-30,"[('2019-07-30', 'Tuesday')]",,
2525,2019-07-30T13:59:00.000Z,"“the government orders which were circulated on social media in Kashmir are invalid,” Malik said on the sidelines of a function at SKICC here.",['Kashmir'],,,[],,
2530,2019-07-30T14:26:00.000Z,"Law Minister Ravi Shankar Prasad on Tuesday moved the triple talaq bill in Rajya Sabha, saying the triple talaq bill has been brought to ensure justice for Muslim women and should not be seen through a political prism.",['Rajya'],['Rajya Sabha'],2019-07-30,"[('2019-07-30', 'Tuesday')]",,
2532,2019-07-30T15:10:00.000Z,"BJP MLA from Ballia, Surendra Singh, on Tuesday said that India's culture is being destroyed in the regions where there is a concentration of Muslims and Christians.",,,2019-07-30,"[('2019-07-30', 'Tuesday')]",,
2533,2019-07-30T15:29:00.000Z,"CPI (M) leader Mohamad Yousuf Tarigami Tuesday asked the Governor Administration to clear confusion over the ""government orders"" that have deepened uncertainty in Kashmir in the last few days.",['Kashmir'],,2019-07-30,"[('2019-07-30', 'Tuesday')]",,
2569,2019-07-30T17:48:00.000Z,An Army man was killed in firing from across the Line of Control (LoC) in Sunderbani sector of Rajouri district on Tuesday.,"['Sunderbani', 'Rajouri']",['Rajouri'],2019-07-30,"[('2019-07-30', 'Tuesday')]",,
2569,2019-07-30T17:48:00.000Z,A senior Police officer said that An Army man was killed after Indian and Pakistan armies exchanged fire along the Line of Control (LoC) in Sunderbani sector of Rajouri district.,"['Sunderbani', 'Rajouri']",,,[],,
2588,2019-07-30T18:22:00.000Z,Two militants have been killed in an encounter that broke out between government forces and militants on Tuesday afternoon in Kathoo Wopzan area of Bijbehara in south Kashmir's Anantnag district.,"['south Kashmir', 'Bijbehara', 'Kathoo Wopzan']","['Kathoo Wopzan', 'Bijbehara', 'Anantnag']",2019-07-30,"[('2019-07-30', 'Tuesday afternoon')]",,
2600,2019-07-30T18:38:47.000Z,China alleges US' hand in Hong Kong protests.,,"['China', 'Hong Kong', 'US']",,[],,
2600,2019-07-30T18:38:47.000Z,"Beijing, Jul 30: China on Tuesday stepped up China's attack on US' over Hong Kong protestsHong Kong, alleging US''s hand behind Hong Kong protestsHong Kong.",['protestsHong Kong'],['Hong Kong'],2019-07-30,"[('2019-07-30', 'Jul 30'), ('2019-07-30', 'Tuesday')]",,
2605,2019-07-30T18:42:18.000Z,"SRINAGAR, JULY 30: Secretary Higher Education Department, Talat Parvez Rohella, JULY 30 chaired an interactive session with Principals of Kashmir division Degree Colleges here.",['Kashmir'],,2019-07-30,[],,
2616,2019-07-30T18:48:28.000Z,"SRINAGAR, JULY 30: Vivek Singh, Principal Secretary to Governor Bihar, met Governor at the Raj Bhavan here JULY 30.",,,2019-07-30,[],,
2617,2019-07-30T18:49:52.000Z,Atal Dulloo reviews status of roadmap for reducing IMR to single digit by 2022,,,2022-01-01,[],,
2624,2019-07-30T19:26:23.000Z,"Demands immediate cessation of hostilities between India, Pak",,"['Pak', 'India']",,[],,
2631,2019-07-30T19:30:26.000Z,STATE TIMES NEWS MIRAN SAHIB: An infant was found along road side in Miran Sahib area on Tuesday.,['Miran Sahib'],,2019-07-30,"[('2019-07-30', 'Tuesday')]",,
2632,2019-07-30T19:30:41.000Z,STATE TIMES NEWS JAMMU: Doda Police on Tuesday arrested a student from Bathindi area.,['Bathindi'],"['Bathindi', 'Doda']",2019-07-30,"[('2019-07-30', 'Tuesday')]",,
2632,2019-07-30T19:30:41.000Z,"As per the details, a team of Doda Police raided a suspected location and nabbed a student from Bathindi area.",['Bathindi'],,,[],,
2646,2019-07-30T19:39:58.000Z,Police on Monday claimed to have busted a gang of car lifters in Safapora area of Ganderbal district by arresting a gang of car lifters.,"['Safapora', 'Ganderbal']",,2019-07-30,"[('2019-07-29', 'Monday')]",,
2647,2019-07-30T19:43:53.000Z,"Jammu and Kashmir has been able to achieve ‘remarkable improvement’ in multiple indicators related to maternal and child health in the recent years—with notable progress in reducing infant mortality rate (IMR), state government said on Tuesday.",['Kashmir'],['Jammu and Kashmir'],2019-07-30,"[('2019-07-30', 'Tuesday')]",,
2648,2019-07-30T19:47:53.000Z,"Also Read | Union HRD Minister gives nod to IIT, IIM incubation centres for Srinagar",,['Srinagar'],,[],,
2651,2019-07-30T19:50:40.000Z,"The Ministry of Home Affairs (MHA) will launch three postgraduate diploma courses in the advanced areas of security management, victimology and victim assistance, and cyber crime and law from the academic year 2019-20.",,,2019-07-30,[],,
2652,2019-07-30T19:51:33.000Z,The matter gains significance as the Centre has decided to deploy additional forces in Jammu and Kashmir.,['Kashmir'],"['Jammu', 'Kashmir']",,[],,
2653,2019-07-30T19:52:33.000Z,"Any demographic change in Kashmir would not be accepted, said Pakistan Foreign Minister Shah Mehmood Qureshi, here on Tuesday.",['Kashmir'],['Pakistan'],2019-07-30,"[('2019-07-30', 'Tuesday')]",,
2654,2019-07-30T19:53:25.000Z,"Nothing can be more important than filling up huge vacancies of judicial officers in trial courts across the country, the Supreme Court said on Tuesday while monitoring the progress made by all 24 High Courts and 36 states and UTs.",,,2019-07-30,"[('2019-07-30', 'Tuesday')]",,
2657,2019-07-30T19:59:42.000Z,"Local militant from Bijbehara also slain; Jaish’s Fayaz Panzoo ‘involved in attack that killed 5 CRPF men, SHO Arshid Khan’",['Bijbehara'],"['Bijbehara', 'Jaish']",,[],,
2664,2019-07-30T20:04:54.000Z,"In collaboration with National Backward Classes Finance and Development Corporation, the Jammu and Kashmir Schedule Castes, Schedule Tribes and Other Backward Classes Development Corporation’s Ramban unit organized an awareness camp at Khowbagh, Ramban.","['Khowbagh', 'Kashmir']",,,[],,
2666,2019-07-30T20:05:55.000Z,Villagers living along the Line of Control (LoC) in Mankote area of Mendhar Sub Division on Tuesday staged a demonstration against the delay in completion of a road in Mankote area of Mendhar Sub Division.,['Mankote'],['Mendhar Sub Division'],2019-07-30,"[('2019-07-30', 'Tuesday')]",,
2678,2019-07-30T20:22:40.000Z,Govt teacher booked for rape in Udhampur.,,['Udhampur'],,[],,
2678,2019-07-30T20:22:40.000Z,"Jammu, Jul 30: Govt teacher has been booked for rape after a 20-year-old pregnant woman lodged a complaint against Govt teacher in Udhampur district, police said on Tuesday.",,,2019-07-30,"[('2019-07-30', 'Jul 30'), ('2019-07-30', 'Tuesday')]",,
2679,2019-07-30T20:23:36.000Z,"10,360 pilgrims pay obeisance at Amarnath cave.",['Amarnath'],,,[],,
2679,2019-07-30T20:23:36.000Z,"Srinagar, Jul 30: On the 30th day of the ongoing Amarnath Yatra, 10,360 pilgrims paid obeisance at Amarnath cave on the 30th day of the ongoing Amarnath Yatra, officials said.",['Amarnath'],,2019-07-30,"[('2019-07-30', 'Jul 30')]",,
2680,2019-07-30T20:24:36.000Z,Srinagar: There was no discussion on 370 and 35 A in BJP’s Delhi meetBJP’s BJP’s's .,,"['Delhi', 'Srinagar']",,[],,
2681,2019-07-30T20:26:43.000Z,"Srinagar, Jul 30: Muzaffar Paray Congress today resigned from the basic membership of Congress.",,,2019-07-30,"[('2019-07-30', 'Jul 30'), ('2019-07-30', 'today')]",,
2684,2019-07-30T20:31:49.000Z,"Baramulla, Jul 30: Police on Tuesday arrested Man in north Kashmir’s Baramulla district on charges of killing daughter following disagreement over a marriage proposal.","['Baramulla', 'Kashmir']",,2019-07-30,"[('2019-07-30', 'Jul 30'), ('2019-07-30', 'Tuesday')]",,
2687,2019-07-30T20:40:33.000Z,Ladakh MP rues lack of basic facilities in village of local who alerted about Pak intrusion in 1999.,['Ladakh'],,1999-01-01,[],,
2688,2019-07-30T20:42:37.000Z,2 militants killed in Bijbahara encounter.,['Bijbahara'],['Bijbahara'],,[],,
2688,2019-07-30T20:42:37.000Z,"Srinagar, Jul 30: 2 militants were Tuesday killed in an encounter with security forces in Anantnag district of south Kashmir, police said.",['Kashmir'],,2019-07-30,"[('2019-07-30', 'Jul 30'), ('2019-07-30', 'Tuesday')]",,
2695,2019-07-31T01:30:00.000Z,"A government school teacher has been booked for rape after a 20-year-old pregnant woman lodged a complaint against A government school teacher in Udhampur district, police said on Tuesday.",,,2019-07-31,"[('2019-07-30', 'Tuesday')]",,
2704,2019-07-31T01:30:00.000Z,Stadium to be developed as per international standards Divisional Commissioner Baseer Ahmad Khan today visited Bakshi Stadium where Divisional Commissioner Baseer Ahmad Khan inspected ongoing development works in Bakshi Stadium.,['Bakshi Stadium'],,2019-07-31,"[('2019-07-31', 'today')]",,
2705,2019-07-31T01:30:00.000Z,"SK Cricket Stadium to remain under tight vigil Three years after the repair work started, authorities are yet to complete the construction at SK Cricket Stadium, forcing shifting of August 15 function to Sher-e-Kashmir Cricket Stadium, Sonwar.",['Sonwar'],['Sonwar'],2019-08-15,"[('2019-08-15', 'August 15')]",,
2707,2019-07-31T01:30:00.000Z,Professor Sewa Singh hailed for Professor Sewa Singh's contribution towards Punjabi literature Experts on Tuesday said that Punjabi language has been neglected by state government and urged the governor administration to introduce the subject at the college level.,,,2019-07-31,"[('2019-07-30', 'Tuesday')]",,
2713,2019-07-31T01:30:00.000Z,"Inaugurates 2-day principals’ conference of Navodaya Vidyalaya Samiti Lauding the talent of Kashmiri youth, Governor Satya Pal Malik Tuesday said Kashmir’s younger generation was second to none and that Governor Satya Pal Malik's administration concerned about meeting Kashmir’s younger generation's aspirations.",['Kashmir'],,2019-07-31,"[('2019-07-30', 'Tuesday')]",,
2715,2019-07-31T01:30:00.000Z,Sehrish posted Director Information The administration Tuesday ordered reshuffle of several IAS officers and replaced many deputy commissioners across the state.,,,2019-07-31,"[('2019-07-30', 'Tuesday')]",,
2716,2019-07-31T01:30:00.000Z,Senior Congress leader Muhammad Muzaffar Parray Tuesday resigned from the basic membership of the party following “disagreements” with the leadership.,,,2019-07-31,"[('2019-07-30', 'Tuesday')]",,
2718,2019-07-31T01:30:00.000Z,"An Army jawan was killed in the shelling along the Line of Control (LoC) in Rajouri, officials said.",['Rajouri'],['Rajouri'],,[],,
2718,2019-07-31T01:30:00.000Z,"Pakistani troops also shelled forward areas and villages along the Line of Control (LoC) in Tanghar area of north Kashmir, officials said.","['Tanghar', 'Kashmir']","['Kashmir', 'Tanghar']",,[],,
2726,2019-07-31T01:30:00.000Z,"Governor Satya Pal Malik inaugurated a two day Principals’ Conference of the Navodaya Vidyalaya Samiti, Chandigarh region, at the SKICC here today.",,,2019-07-31,"[('2019-07-31', 'today')]",,
2726,2019-07-31T01:30:00.000Z,"Vivek Singh, Principal Secretary to Governor Bihar and Sarita Chauhan, Secretary School Education were present on the occasion.",,,2019-07-31,[],,
2728,2019-07-31T01:30:00.000Z,Jammu and Kashmir government ordered transfers in the administration.,['Kashmir'],['Jammu and Kashmir'],,[],,
2731,2019-07-31T01:30:00.000Z,"In order to review law and order and security scenario, Director General of Police, Dilbag Singh on Tuesday visited South Kashmir districts.",['South Kashmir'],,2019-07-31,"[('2019-07-30', 'Tuesday')]",,
2734,2019-07-31T01:30:00.000Z,‘NC should give adjournment motion instead of calling attention’ Spokesman of Peoples United Front on Tuesday appealed Prime Minister of India Narendra Modi to give appointment to NC Parliamentarians at an earliest in view of hue and cry in Kashmir.,['Kashmir'],['India'],2019-07-31,"[('2019-07-30', 'Tuesday')]",,
2739,2019-07-31T03:22:32.000Z,A woman was killed and a health employee injured in cross-border shelling in Bagtore area of Gurez in North Kashmir’s Bandipora district on Wednesday.,"['Gurez', 'North Kashmir', 'Bandipora', 'Bagtore']","['Bagtore', 'Gurez', 'North Kashmir ’s Bandipora']",2019-07-31,"[('2019-07-31', 'Wednesday')]",,
2743,2019-07-31T04:20:29.000Z,The body of a 35-year old man was found at Yar Kalampora area of Shadimarg in south Kashmir’s Pulwama district on Wednesday.,"['Kalampora', 'Shadimarg', 'Kashmir']","['Shadimarg', 'Pulwama']",2019-07-31,"[('2019-07-31', 'Wednesday')]",,
2745,2019-07-31T04:31:43.000Z,"Woman killed, Health official injured in Gurez shelling.",['Gurez'],['Gurez'],,[],,
2745,2019-07-31T04:31:43.000Z,"Srinagar, July 31: A woman died while as Health official suffered injuries after India and Pakistani armies exchange shelling in Gurez late Tuesday evening.",['Gurez'],,2019-07-31,"[('2019-07-31', 'July 31'), ('2019-07-30', 'late Tuesday evening')]",,
2746,2019-07-31T04:35:03.000Z,"The world’s biggest smartphone and memory chip maker Samsung Electronics saw net profits slump by more than half in the second quarter, The world’s biggest smartphone and memory chip maker Samsung Electronics said Wednesday, in the face of a weakening chip market and a trade row building between Seoul and Tokyo.",,"['Tokyo', 'Seoul']",2019-07-31,"[('2019-07-31', 'Wednesday')]",,
2750,2019-07-31T04:51:03.000Z,Body of 35-Year old found in Pulwama village.,,['Pulwama village'],,[],,
2750,2019-07-31T04:51:03.000Z,"Srinagar, July 31: A body of 35-Year old was found at Yar Kalampora area of Shadimarg a in south Kashmir’s Pulwama district on Wednesday.","['Kalampora', 'Shadimarg', 'Kashmir']",,2019-07-31,"[('2019-07-31', 'July 31'), ('2019-07-31', 'Wednesday')]",,
2753,2019-07-31T05:14:17.000Z,"Pakistani troops on Wednesday opened fire and shelled mortars along the LoC in Jammu and Kashmir’s Rajouri district, officials said.","['Rajouri', 'Kashmir']","['Jammu', 'Rajouri', 'Kashmir']",2019-07-31,"[('2019-07-31', 'Wednesday')]",,
2755,2019-07-31T05:23:43.000Z,"The body of Cafe Coffee Day founder V G Siddhartha, who went missing, was found on Wednesday in the Netravati river in Dakshina Kannada district of Karnataka after 36 hours of intense search, officials said.","['Karnataka', 'Netravati', 'Dakshina Kannada']",['Karnataka'],2019-07-31,"[('2019-07-31', 'Wednesday')]",,
2782,2019-07-31T06:52:16.000Z,Amarnath Yatra was suspended on Wednesday due to blockade of Jammu-Srinagar national highway as over 3.30 lakh pilgrims performed Amarnath Yatra during the last 30 days.,,,2019-07-31,"[('2019-07-31', 'Wednesday')]",,
2787,2019-07-31T07:06:28.000Z,Former legislator and Awami Ittehad Party (AIP) president Er Rasheed on Wednesday asked Omar Abdullah to convene an all-party meeting to “defend” the special status of Jammu and Kashmir.,['Kashmir'],['Jammu and Kashmir'],2019-07-31,"[('2019-07-31', 'Wednesday')]",,
2788,2019-07-31T07:20:30.000Z,Pak troops shell border areas along LoC in Rajouri.,['Rajouri'],['Rajouri'],,[],,
2788,2019-07-31T07:20:30.000Z,"Jammu, July 31: Pakistani troops on Wednesday opened fire and shelled mortars along LoC in Rajouri in Jammu and Rajouri, officials said.",['Rajouri'],,2019-07-31,"[('2019-07-31', 'July 31'), ('2019-07-31', 'Wednesday')]",,
2791,2019-07-31T07:31:32.000Z,"A teenage boy was found dead at A teenage boy's friend’s residence in Trehgam area of north Kashmir’s Kupwara district, police said on Wednesday.","['Kupwara', 'Trehgam', 'Kashmir']",,2019-07-31,"[('2019-07-31', 'Wednesday')]",,
2792,2019-07-31T07:42:34.000Z,"Bus strikes roadside bomb in Afghanistan, 32 killed.",,['Afghanistan'],,[],,
2792,2019-07-31T07:42:34.000Z,"Kabul: A roadside bomb tore through Bus on Wednesday, killing 32, a provincial official said.",,['Kabul'],2019-07-31,"[('2019-07-31', 'Wednesday')]",,
2798,2019-07-31T07:58:59.000Z,Food delivery company Zomato is winning the internet after Food delivery company Zomato on Wednesday refused to resolve a customer’s complaint about being assigned a Muslim delivery executive for a customer’s's food order.,,,2019-07-31,"[('2019-07-31', 'Wednesday')]",,
2799,2019-07-31T07:58:59.000Z,Food delivery company Zomato is winning the internet after Food delivery company Zomato on Wednesday refused to resolve a customer’s complaint about being assigned a Muslim delivery executive for a customer’s's food order.,,,2019-07-31,"[('2019-07-31', 'Wednesday')]",,
2813,2019-07-31T08:45:18.000Z,Security forces on Tuesday busted a militant hideout in forests of Kantpora in Lolab area of north Kashmir’s Kupwara district.,"['Kupwara', 'Lolab', 'Kashmir', 'Kantpora']",['Kantpora'],2019-07-31,"[('2019-07-30', 'Tuesday')]",,
2821,2019-07-31T09:14:56.000Z,Security forces on Wednesday launched a search operation in Kalsian area of Nowshera in Rajouri district of Jammu and Kashmir.,"['Rajouri', 'Kashmir', 'Kalsian']","['Rajouri', 'Jammu and Kashmir', 'Nowshera']",2019-07-31,"[('2019-07-31', 'Wednesday')]",,
2823,2019-07-31T09:17:29.000Z,"Faced with embarrassment after some opposition members were found absent in the Rajya Sabha when the Rajya Sabha voted on the Triple Talaq Bill, Leader of Opposition Ghulam Nabi Azad on Wednesday alleged that the government kept Opposition in the dark.",['Rajya'],,2019-07-31,"[('2019-07-31', 'Wednesday')]",,
2832,2019-07-31T09:47:00.000Z,A 35-year old man was found dead at Yar Kalampora area of Shadimarg a in south Kashmir's Pulwama district on Wednesday.,"['Kalampora', 'Shadimarg', 'Kashmir']","['Shadimarg a', 'Pulwama']",2019-07-31,"[('2019-07-31', 'Wednesday')]",,
2832,2019-07-31T09:47:00.000Z,Reports said that locals spotted A 35-year old man's body at Yar Kalampora area of Shadimarg a in south Kashmir's Pulwama district and immediately informed police about the man's body.,"['Kalampora', 'Shadimarg', 'Kashmir']",,,[],,
2841,2019-07-31T10:48:08.000Z,Authorities on Wednesday said that the Amarnath Yatra will remain suspended till 4th August in view of inclement weather prediction.,,,2019-08-04,"[('2019-07-31', 'Wednesday'), ('2019-08-04', '4th August')]",,
2842,2019-07-31T11:01:34.000Z,The government on Wednesday announced summer vacations for Government Degree Colleges in Kashmir division and winter zone of Jammu division from August 1 to August 10.,['Kashmir'],['Jammu'],2019-08-10,"[('2019-07-31', 'Wednesday'), ('2018-08-01', 'August 1'), ('2018-08-10', 'August 10')]",,
2843,2019-07-31T11:11:00.000Z,An 8-year-old boy died while a teenage girl was injured in two separate incidents of house collapse in Udhampur district late Tuesday night.,,,2019-07-31,"[('2019-07-30', 'late Tuesday night')]",,
2849,2019-07-31T11:18:23.000Z,"A man trapped under the debris of a landslide was rescued after a CRPF dog accompanying a bomb disposal squad alerted the force along the Jammu-Srinagar National Highway in Ramban district of Jammu and Kashmir, an officer said on Wednesday.","['Kashmir', 'Jammu - Srinagar National Highway']",['Jammu and Kashmir'],2019-07-31,"[('2019-07-31', 'Wednesday')]",,
2856,2019-07-31T11:31:19.000Z,Amarnath yatra suspended till Aug 4.,,,2019-08-04,"[('2019-08-04', 'Aug 4')]",,
2856,2019-07-31T11:31:19.000Z,"Srinagar: Amarnath yatra will remain suspended till Aug 4 as the IMD has forecast heavy rainfall in Jammu and Kashmir over the next few days, Shri Amarnath Shrine Board (SASB) said on Wednesday.",['Kashmir'],,2019-08-04,"[('2018-08-04', 'Aug 4'), ('2019-07-31', 'Wednesday')]",,
2867,2019-07-31T12:29:28.000Z,"The BJP on Wednesday appointed The BJP's vice president Avinash Rai Khanna as election in-charge for the Jammu and Kashmir assembly polls, schedule for which has not been announced yet.",['Kashmir'],['Jammu and Kashmir'],2019-07-31,"[('2019-07-31', 'Wednesday')]",,
2872,2019-07-31T12:59:00.000Z,Amarnath Yatra was suspended due to blockade of Jammu-Srinagar highway Wednesday.,,"['Jammu', 'Srinagar']",2019-07-31,"[('2019-07-31', 'Wednesday')]",,
2872,2019-07-31T12:59:00.000Z,Officials said that over 3.30 lakh pilgrims performed Amarnath Yatra during the last 30 days.,,,2019-07-31,[],,
2874,2019-07-31T13:12:00.000Z,Enforcement Directorate (ED) Wednesday started questioning former chief minister Farooq Abdullah in connection with the Jammu and Kashmir Cricket Association (JKCA) scam case.,,,2019-07-31,"[('2019-07-31', 'Wednesday')]",,
2874,2019-07-31T13:12:00.000Z,Reports said that former chief minister Farooq Abdullah was being questioned by ED in Chandigarh.,,['Chandigarh'],,[],,
2881,2019-07-31T13:35:52.000Z,An exchange of fire took place between militants and the security forces at a village in south Kashmir’s Shopian district on Wednesday evening.,"['south Kashmir', 'Shopian']",,2019-07-31,"[('2019-07-31', 'Wednesday evening')]",,
2885,2019-07-31T14:18:25.000Z,"Mahendra Singh Dhoni, an honorary lieutenant colonel in the Territorial Army, joined the Territorial Army troops in the militancy-hit south Kashmir region on Wednesday to carry out patrolling, guard duties and similar responsibilities just like other soldiers.",['Kashmir'],,2019-07-31,"[('2019-07-31', 'Wednesday')]",,
2899,2019-07-31T15:05:00.000Z,Former Jammu and Kashmir chief ministers Omar Abdullah and Mehbooba Mufti entered into a war of words on twitter after Peoples Democratic Party (PDP) lawmakers abstained during passing of Triple Talaq bill from Rajya Sabha.,"['Rajya', 'Kashmir']",['Jammu and Kashmir'],,[],,
2903,2019-07-31T15:22:00.000Z,Chief Electoral Officer (CEO) Jammu and Kashmir has convened a meeting with all electoral officers in Kashmir on August 2.,['Kashmir'],,2019-08-02,"[('2018-08-02', 'August 2')]",,
2904,2019-07-31T15:36:31.000Z,Three persons died and 10 others were injured in a road accident near Chanderkoot in Ramban district of Jammu and Kashmir on Wednesday.,"['Chanderkoot', 'Kashmir']","['Chanderkoot', 'Jammu and Kashmir']",2019-07-31,"[('2019-07-31', 'Wednesday')]",,
2906,2019-07-31T16:04:00.000Z,A suspected drug peddler was arrested here Wednesday after the police seized 100 grams of heroin from A suspected drug peddler's possession.,,,2019-07-31,"[('2019-07-31', 'Wednesday')]",,
2920,2019-07-31T16:44:00.000Z,The State government on Wednesday announced summer vacation in all Government Degree Colleges of Kashmir and winter zones of Jammu division.,['Kashmir'],['Jammu'],2019-07-31,"[('2019-07-31', 'Wednesday')]",,
2921,2019-07-31T16:52:38.000Z,Gunfight broke out between terrorists and security forces in Baderhama Zawoora area in South Kashmir’s Shopian District on Wednesday.,"['Baderhama Zawoora', 'South Kashmir', 'Shopian District']",,2019-07-31,"[('2019-07-31', 'Wednesday')]",,
2922,2019-07-31T16:58:00.000Z,"Additional District & Sessions Judge Anantnag Khaleel Ahmad Chowdhary Wednesday sentenced Ishfaq Ahmad Khan 10 years rigorous imprisonment and fine of Rs 50000 for raping a minor girl from village Kehribal of Anantnag, in the intervening night of January 06-07 of 2017.",,['Anantnag'],2017-01-01,"[('2019-07-31', 'Wednesday'), ('2019-01-06', 'night of January 06'), ('2019-01-07', '07')]",,
2976,2019-07-31T18:36:41.000Z,Govt to start mass sterilization of dogs in Srinagar: Samoon.,,['Srinagar'],,[],,
2976,2019-07-31T18:36:41.000Z,"Srinagar, JULY 31: The sterilisation of dogs under the aegis of Animal Birth Control Programme will go up from 10 to 100 dogs per day within two months in Srinagar.",,,2019-07-31,[],,
2979,2019-07-31T18:37:48.000Z,"PM strongly reiterates commitment for ""Housing for All"" by 2022.",,,2022-01-01,[],,
2981,2019-07-31T18:39:20.000Z,"SRINAGAR, JULY 31: Educationist Anand Kumar met Governor at the Raj Bhavan here JULY 31.",,,2019-07-31,[],,
2991,2019-07-31T19:01:02.000Z,"Minor boy dies, girl injured in house collapse in Udhampur.",,['Udhampur'],,[],,
2991,2019-07-31T19:01:02.000Z,"Udhampur, Jul 31: Minor boy died and girl was injured in two house collapse incidents after heavy rain in Udhampur district, officials said on Wednesday.",,,2019-07-31,"[('2019-07-31', 'Jul 31'), ('2019-07-31', 'Wednesday')]",,
2997,2019-07-31T19:02:16.000Z,"7,917 pilgrims pay obeisance at Amarnath cave.",['Amarnath'],,,[],,
2997,2019-07-31T19:02:16.000Z,"Srinagar, Jul 31: On Jul 31, 7,917 pilgrims paid obeisance at Amarnath cave Wednesday, officials said.",['Amarnath'],,2019-07-31,"[('2019-07-31', 'Jul 31'), ('2019-07-31', 'Jul 31'), ('2019-07-31', 'Wednesday')]",,
3004,2019-07-31T19:07:00.000Z,An encounter broke out between militants and government forces in Baderhama Zawoora area of South Kashmir's Shopian district on Wednesday.,"['Shopian', 'Baderhama Zawoora', 'South Kashmir']","['Baderhama Zawoora', ""South Kashmir 's""]",2019-07-31,"[('2019-07-31', 'Wednesday')]",,
3005,2019-07-31T19:07:41.000Z,"Heavy artillery shelling continues in Uri, Rajouri sectors",['Rajouri'],"['Uri', 'Rajouri']",,[],,
3006,2019-07-31T19:08:53.000Z,"Srinagar, Jul 31: CEO has called for a meeting with district officials for review of the electoral process.",,,2019-07-31,"[('2019-07-31', 'Jul 31')]",,
3007,2019-07-31T19:09:00.000Z,"To oppose the National Medical Commission (NMC) Bill, 2019, passed by the Lok Sabha on Monday, the Doctors Association Kashmir (DAK) has called for 1-hour strike on Thursday.",['Lok'],,2019-07-31,"[('2019-07-29', 'Monday'), ('2019-07-25', 'Thursday')]",,
3010,2019-07-31T19:11:32.000Z,Srinagar: Shakeel Bakhshi today survived an attack on Shakeel Bakhshi's life at Shakeel Bakhshi's Bemina residence.,['Bemina'],,2019-07-31,"[('2019-07-31', 'today')]",,
3027,2019-07-31T19:36:14.000Z,Youth found dead in Karnah,['Karnah'],['Karnah'],,[],,
3032,2019-07-31T19:39:37.000Z,The Peoples United Front (PUF) on Wednesday said The Peoples United Front (PUF) was ready to join a common platform with other political parties for safeguarding J&K special status.,,,2019-07-31,"[('2019-07-31', 'Wednesday')]",,
3035,2019-07-31T19:41:16.000Z,Peoples Conference chairman Sajad Gani Lone on Wednesday said Peoples Conference chairman Sajad Gani Lone is ready to join hands with “others” to protect special status of Jammu and Kashmir.,['Kashmir'],['Jammu and Kashmir'],2019-07-31,"[('2019-07-31', 'Wednesday')]",,
3038,2019-07-31T19:44:24.000Z,Jammu and Kashmir Governor Satya Pal Malik on Wednesday said that there is no plan at any level to abrogate Article 35-A.,['Kashmir'],['Jammu and Kashmir'],2019-07-31,"[('2019-07-31', 'Wednesday')]",,
